"Domain","MBFC factual","Site Rank","Year online","Name","Media Bias/Fact Check URL","Wikipedia","MBFC","lang","MisinfoMe","Logically","Our.news","URL","✓"
"theforbiddenknowledge.com","low","4664670","1999","The Forbidden Knowledge","https://mediabiasfactcheck.com/the-forbidden-knowledge/","","CP","en","-0.1","low","","https://www.theforbiddenknowledge.com/","↗"
"thefreedomtimes.com","low","1178635","2018","The Freedom Times","https://mediabiasfactcheck.com/the-freedom-times/","","FN","en","0.0","low","","https://www.thefreedomtimes.com/","↗"
"thefreethoughtproject.com","low","37928","","Free Thought Project","https://mediabiasfactcheck.com/free-thought-project/","","CP","en","-0.5","low","Problematic","https://thefreethoughtproject.com/","↗"
"thefullertoninformer.com","very-low","241178","2013","The Fullerton Informer","https://mediabiasfactcheck.com/the-fullerton-informer/","","CP","en","","unknown","Problematic","https://thefullertoninformer.com/","↗"
"thegatewaypundit.com","very-low","7661","","The Gateway Pundit","https://mediabiasfactcheck.com/the-gateway-pundit/","https://en.wikipedia.org/wiki/The_Gateway_Pundit","FN","en","-0.9","low","Problematic","https://www.thegatewaypundit.com/","↗"
"thegoldwater.com","low","357615","2016","The Goldwater","https://mediabiasfactcheck.com/the-goldwater/","","FN","en","-0.2","low","","https://thegoldwater.com/","↗"
"thehealthyamerican.org","very-low","316856","","The Healthy American","https://mediabiasfactcheck.com/the-healthy-american/","","CP","en","0.0","unknown","Problematic","https://www.thehealthyamerican.org/","↗"
"thehighwire.com","low","331493","","The Highwire","https://mediabiasfactcheck.com/the-highwire/","","CP","en","0.0","low","Problematic","https://thehighwire.com/","↗"
"thehornnews.com","low","78597","2015","The Horn","https://mediabiasfactcheck.com/the-horn-news/","","FN","en","0.5","unknown","Problematic","https://thehornnews.com/","↗"
"thelaughclub.net","low","719565","2019","The Laugh Club","https://mediabiasfactcheck.com/the-laugh-club/","","FN","en","-1.0","unknown","Unverified","https://www.thelaughclub.net/","↗"
"thelibertybeacon.com","low","481121","","The Liberty Beacon","https://mediabiasfactcheck.com/the-liberty-beacon/","","CP","en","-0.8","low","Problematic","https://www.thelibertybeacon.com/","↗"
"themillenniumreport.com","low","141466","2014","The Millennium Report","https://mediabiasfactcheck.com/the-millennium-report/","","FN","en","-1.0","low","Unverified","https://themillenniumreport.com/","↗"
"themindunleashed.com","low","55312","2013","The Mind Unleashed","https://mediabiasfactcheck.com/the-mind-unleashed/","","CP","en","-1.0","low","Problematic","https://themindunleashed.com/","↗"
"thenationalpatriot.com","low","5285941","","The National Patriot","https://mediabiasfactcheck.com/the-national-patriot/","","FN","en","0.0","unknown","","https://www.thenationalpatriot.com/","↗"
"thepatriotnation.net","low","598241","2013","The Patriot Nation","https://mediabiasfactcheck.com/the-patriot-nation/","","FN","en","-0.6","low","","https://thepatriotnation.net/","↗"
"thepublicdiscourse.com","low","231465","","Witherspoon Institute","https://mediabiasfactcheck.com/witherspoon-institute/","https://en.wikipedia.org/wiki/Witherspoon_Institute","FN","en","0.3","unknown","Unverified","https://www.thepublicdiscourse.com/","↗"
"thepuristonline.com","low","782960","2017","The Purist","https://mediabiasfactcheck.com/the-purist-magazine-bias/","","CP","en","","unknown","Problematic","https://thepuristonline.com/","↗"
"theragingpatriot.org","low","427826","","The Raging Patriot","https://mediabiasfactcheck.com/the-raging-patriot-bias/","","FN","en","","unknown","","https://theragingpatriot.org/","↗"
"theredelephants.com","very-low","514410","2016","The Red Elephants","https://mediabiasfactcheck.com/the-red-elephants/","","FN","en","0.0","unknown","","https://theredelephants.com/","↗"
"thereligionofpeace.com","low","208662","2002","The Religion of Peace","https://mediabiasfactcheck.com/the-religion-of-peace/","","FN","en","0.3","unknown","","https://thereligionofpeace.com/","↗"
"therightstuff.biz","very-low","36434","2012","The Right Stuff","https://mediabiasfactcheck.com/the-right-stuff/","","FN","en","-0.2","low","","https://therightstuff.biz/","↗"
"therundownlive.com","low","7394713","2013","The Rundown Live","https://mediabiasfactcheck.com/the-rundown-live/","","CP","en","-1.0","low","Problematic","https://therundownlive.com/","↗"
"thespectator.info","very-low","1515768","2019","TheSpectator.info","https://mediabiasfactcheck.com/thespectator-info/","","FN","en","1.0","low","","https://thespectator.info/","↗"
"thetruedefender.com","low","56048","2021","The True Defender","https://mediabiasfactcheck.com/the-true-defender/","","FN","en","-0.3","unknown","","https://thetruedefender.com/","↗"
"thetruereporter.com","low","77376","2016","The True Reporter","https://mediabiasfactcheck.com/the-true-reporter/","","FN","en","-1.0","unknown","","https://thetruereporter.com/","↗"
"thetruthaboutcancer.com","low","48603","2011","The Truth about Cancer","https://mediabiasfactcheck.com/the-truth-about-cancer/","","CP","en","-0.7","low","Problematic","https://thetruthaboutcancer.com/","↗"
"thetruthseeker.co.uk","low","75766","2002","The Truth Seeker","https://mediabiasfactcheck.com/the-truth-seeker/","","CP","en","-0.8","low","Problematic","https://www.thetruthseeker.co.uk/","↗"
"thetruthvoice.net","low","4511804","2019","The Truth Voice","https://mediabiasfactcheck.com/the-truth-voice/","","FN","en","-0.6","unknown","","http://www.thetruthvoice.net/","↗"
"theunionjournal.com","low","92758","2019","The Union Journal","https://mediabiasfactcheck.com/the-union-journal/","","FN","en","0.0","low","Unverified","https://theunionjournal.com/","↗"
"thevaccinereaction.org","low","513174","","The Vaccine Reaction","https://mediabiasfactcheck.com/the-vaccine-reaction/","","CP","en","-0.6","low","Problematic","https://thevaccinereaction.org/","↗"
"thewashingtonstandard.com","low","81447","2013","The Washington Standard","https://mediabiasfactcheck.com/the-washington-standard/","","FN","en","-1.0","low","Problematic","https://thewashingtonstandard.com/","↗"
"thinkamericana.com","low","331448","2017","Think Americana","https://mediabiasfactcheck.com/think-americana/","","FN","en","-1.0","unknown","","https://thinkamericana.com/","↗"
"thinkinghumanity.com","low","121377","","Thinking Humanity","https://mediabiasfactcheck.com/thinking-humanity/","","CP","en","0.6","low","Problematic","https://www.thinkinghumanity.com/","↗"
"thinkingmomsrevolution.com","low","761315","","Thinking Mom's Revolution","https://mediabiasfactcheck.com/thinking-moms-revolution/","","CP","en","-0.6","low","Problematic","https://thinkingmomsrevolution.com/","↗"
"thoughtcrimeradio.net","low","3286305","2018","Thought Crime Radio","https://mediabiasfactcheck.com/thought-crime-radio/","","CP","en","0.0","low","Problematic","https://thoughtcrimeradio.net/","↗"
"thrivemovement.com","low","372738","2009","Thrive Movement","https://mediabiasfactcheck.com/thrive-movement/","","CP","en","0.8","low","Problematic","https://www.thrivemovement.com/","↗"
"torontotoday.net","low","315206","2018","Toronto Today","https://mediabiasfactcheck.com/toronto-today/","","FN","en","-1.0","unknown","Unverified","https://www.torontotoday.net/","↗"
"tpusa.com","low","506498","2002","Turning Point USA","https://mediabiasfactcheck.com/turning-point-usa/","https://en.wikipedia.org/wiki/Turning_Point_USA","FN","en","-0.4","unknown","Unverified","https://www.tpusa.com/","↗"
"treason.news","very-low","1580032","","Treason News","https://mediabiasfactcheck.com/treason-news/","","CP","en","0.6","low","","https://treason.news/","↗"
"triggerreset.net","low","7474885","2018","Trigger Reset","https://mediabiasfactcheck.com/triggerreset/","","FN","en","0.0","unknown","","https://triggerreset.net/","↗"
"trueactivist.com","low","178800","","Center for Immigration Studies","https://mediabiasfactcheck.com/true-activist/","","FN","en","-0.3","low","Unverified","https://www.trueactivist.com/","↗"
"truepundit.com","low","22078","2016","True Pundit","https://mediabiasfactcheck.com/true-pundit/","","CP","en","-1.0","low","Problematic","https://truepundit.com/","↗"
"trueviralnews.com","low","1045548","2016","True Viral News","https://mediabiasfactcheck.com/true-viral-news/","","FN","en","0.0","low","","https://trueviralnews.com/","↗"
"trump.news","low","2667495","","Trump.news","https://mediabiasfactcheck.com/trump-news/","https://en.wikipedia.org/wiki/Natural_News","FN","en","0.2","unknown","","https://trump.news/","↗"
"trunews.com","low","224850","2003","TruNews","https://mediabiasfactcheck.com/trunews/","https://en.wikipedia.org/wiki/Rick_Wiles","CP","en","0.3","low","Problematic","https://www.trunews.com/","↗"
"truthandaction.org","low","455179","2013","Truth and Action","https://mediabiasfactcheck.com/truth-and-action/","","FN","en","-1.0","low","Unverified","https://www.truthandaction.org/","↗"
"truthinmedia.com","low","706903","","Truth in Media","https://mediabiasfactcheck.com/truth-in-media/","https://en.wikipedia.org/wiki/Ben_Swann","FN","en","0.2","low","","https://truthinmedia.com/","↗"
"truthmonitor.com","low","8419364","2016","Truth Monitor","https://mediabiasfactcheck.com/truth-monitor/","","FN","en","0.0","unknown","","https://truthmonitor.com/","↗"
"truthuncensored.net","low","1891616","2018","Truth Uncensored","https://mediabiasfactcheck.com/truth-uncensored/","","FN","en","0.0","unknown","Problematic","https://truthuncensored.net/","↗"
"twisted.news","very-low","20000000","","Twisted News","https://mediabiasfactcheck.com/twisted-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://twisted.news/","↗"
"ukcolumn.org","low","267164","","UK Column","https://mediabiasfactcheck.com/uk-column/","","CP","en","0.3","low","Problematic","https://www.ukcolumn.org/","↗"
"unclesamsmisguidedchildren.com","low","242476","","Uncle Sam's Misguided Children","https://mediabiasfactcheck.com/uncle-sams-misguided-children/","","FN","en","-0.5","low","","https://unclesamsmisguidedchildren.com/","↗"
"uncoverdc.com","low","103080","2019","UncoverDC","https://mediabiasfactcheck.com/uncoverdc/","","FN","en","-0.587","low","Unverified","https://uncoverdc.com/","↗"
"understandingthethreat.com","low","1957091","","Understanding the threat","https://mediabiasfactcheck.com/understanding-the-threat/","","FN","en","-0.16","unknown","","https://www.understandingthethreat.com/","↗"
"uniteamericafirst.com","low","287133","2017","Unite America First","https://mediabiasfactcheck.com/unite-america-first/","","FN","en","0","low","","https://uniteamericafirst.com/","↗"
"unz.com","low","29291","","The Unz Review","https://mediabiasfactcheck.com/the-unz-report/","https://en.wikipedia.org/wiki/Ron_Unz","FN","en","-0.288","low","Unverified","https://www.unz.com/","↗"
"us24news.com","low","1016124","2018","24 News","https://mediabiasfactcheck.com/24-news/","","FN","en","0","low","","https://us24news.com/","↗"
"usahitman.com","low","684861","2010","USA Hitman","https://mediabiasfactcheck.com/usa-hitman/","","CP","en","-0.468","low","Problematic","https://usahitman.com/","↗"
"usaisonline.com","very-low","20000000","2019","USA is Online","https://mediabiasfactcheck.com/usa-is-online/","","FN","en","0","low","","https://usaisonline.com/","↗"
"usareally.com","very-low","1258926","2018","USA Really","https://mediabiasfactcheck.com/usa-really/","","FN","en","0","low","","https://usareally.com/","↗"
"usasupreme.com","very-low","9648203","2016","USA Supreme","https://mediabiasfactcheck.com/usa-supreme/","","FN","en","-0.764","low","Problematic","https://www.usasupreme.com/","↗"
"usawatchdog.com","low","145796","","USAWatchdog.com","https://mediabiasfactcheck.com/usawatchdog-com/","","CP","en","-0.197","low","Problematic","https://usawatchdog.com/","↗"
"usbacklash.org","very-low","5982172","","US Backlash","https://mediabiasfactcheck.com/us-backlash/","","FN","en","0","unknown","","https://usbacklash.org/","↗"
"uschronicle.com","low","451052","","US Chronicle","https://mediabiasfactcheck.com/us-chronicle/","","FN","en","-1","unknown","Unverified","https://uschronicle.com/","↗"
"uslibertywire.com","low","606948","2018","US Liberty Wire","https://mediabiasfactcheck.com/us-liberty-wire-bias-credibility-fake-news/","","FN","en","0","unknown","","https://uslibertywire.com/","↗"
"vaccineimpact.com","very-low","162777","2014","Vaccine Impact","https://mediabiasfactcheck.com/vaccine-impact/","","CP","en","0","low","Problematic","https://vaccineimpact.com/","↗"
"vaccines.news","very-low","718243","","Vaccine News","https://mediabiasfactcheck.com/vaccines-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0","low","Problematic","https://vaccines.news/","↗"
"vaccinesafety.info","very-low","2079852","2016","Vaccine Safety Info","https://mediabiasfactcheck.com/vaccine-safety-info/","","CP","en","","unknown","","https://vaccinesafety.info/","↗"
"vaccinesrevealed.com","very-low","288363","2016","Vaccines Revealed","https://mediabiasfactcheck.com/vaccines-revealed/","","CP","en","-1","unknown","Problematic","https://www.vaccinesrevealed.com/","↗"
"vactruth.com","low","1191591","2009","VacTruth.com","https://mediabiasfactcheck.com/vactruth-com/","","CP","en","-0.961","low","Problematic","https://vactruth.com/","↗"
"vaxxter.com","low","256533","2015","Vaxxter","https://mediabiasfactcheck.com/vaxxter/","","CP","en","-1","low","Problematic","https://vaxxter.com/","↗"
"vdare.com","low","109719","1999","Vdare","https://mediabiasfactcheck.com/vdare/","https://en.wikipedia.org/wiki/VDARE","FN","en","-0.467","low","","https://vdare.com/","↗"
"veteranstoday.com","very-low","36989","2004","Veterans Today","https://mediabiasfactcheck.com/veterans-today/","","CP","en","-0.359","low","Problematic","https://www.veteranstoday.com/","↗"
"vidmax.com","low","44301","2003","Vidmax","https://mediabiasfactcheck.com/vidmax-2/","","FN","en","0.18","unknown","","https://vidmax.com/","↗"
"vigilantcitizen.com","low","62302","2008","Vigilant Citizen","https://mediabiasfactcheck.com/vigilant-citizen/","","CP","en","-0.769","low","Problematic","https://vigilantcitizen.com/","↗"
"viralhatch.com","low","859520","2014","Viral Hatch","https://mediabiasfactcheck.com/viral-hatch/","","FN","en","0","low","","https://viralhatch.com/","↗"
"viralnewsnetwork.net","low","9419055","2018","Viral News Network","https://mediabiasfactcheck.com/viral-news-network/","","CP","en","-1.0","low","Problematic","https://viralnewsnetwork.net/","↗"
"votefraud.news","very-low","1408130","","Vote Fraud News","https://mediabiasfactcheck.com/votefraud-news/","","CP","en","0","low","","https://votefraud.news/","↗"
"wakeup-world.com","low","119968","","Wake Up World","https://mediabiasfactcheck.com/wake-up-world/","","CP","en","0.3","low","","https://wakeup-world.com/","↗"
"wakingtimes.com","low","91606","","The Waking Times","https://mediabiasfactcheck.com/the-waking-times/","","CP","en","-0.859","low","Problematic","https://www.wakingtimes.com/","↗"
"wallbuilders.com","low","644079","1999","WallBuilders","https://mediabiasfactcheck.com/wallbuilders/","https://en.wikipedia.org/wiki/David_Barton_(author)","FN","en","0.48","unknown","","https://wallbuilders.com/","↗"
"wattsupwiththat.com","low","43516","2007","Watts Up with that","https://mediabiasfactcheck.com/watts-up-with-that/","https://en.wikipedia.org/wiki/Watts_Up_With_That%3F","CP","en","-0.336","low","Problematic","https://wattsupwiththat.com/","↗"
"waynedupree.com","low","5122","2016","WayneDupree.com","https://mediabiasfactcheck.com/waynedupree-com/","","FN","en","0","low","Problematic","https://www.waynedupree.com/","↗"
"welovetrump.com","very-low","28143","2016","We Love Trump","https://mediabiasfactcheck.com/we-love-trump/","","FN","en","-0.103","medium","","https://welovetrump.com/","↗"
"westernjournal.com/commentary","very-low","1094","","Conservative Tribune","https://mediabiasfactcheck.com/conservative-tribune/","https://en.wikipedia.org/wiki/The_Western_Journal","FN","","","","","https://www.westernjournal.com/commentary/","↗"
"westonaprice.org","low","205392","1999","Weston A. Price Foundation","https://mediabiasfactcheck.com/weston-a-price-foundation/","https://en.wikipedia.org/wiki/Weston_A._Price_Foundation","CP","en","0.7","low","Problematic","https://westonaprice.org/","↗"
"whale.to","low","149513","","Whale.to","https://mediabiasfactcheck.com/whale-to/","","CP","en","-0.2","low","Problematic","http://whale.to/","↗"
"whatreallyhappened.com","very-low","45622","1999","What Really Happened","https://mediabiasfactcheck.com/what-really-happened/","","CP","en","-0.5","low","Problematic","https://www.whatreallyhappened.com/","↗"
"whitehouse.news","very-low","1857487","","WhiteHouse.News","https://mediabiasfactcheck.com/whitehouse-news/","","CP","en","0","low","","https://whitehouse.news/","↗"
"whydontyoutrythis.com","low","211779","","Why Don't You Try This","https://mediabiasfactcheck.com/why-dont-you-try-this/","","CP","en","-0.433","low","Problematic","https://www.whydontyoutrythis.com/","↗"
"wnd.com","low","6067","1998","World Net Daily","https://mediabiasfactcheck.com/world-net-daily-wnd/","https://en.wikipedia.org/wiki/WorldNetDaily","FN","en","-0.573","low","Problematic","https://www.wnd.com/","↗"
"worldaffairsbrief.com","very-low","1750897","2004","World Affairs Brief","https://mediabiasfactcheck.com/world-affairs-brief/","https://en.wikipedia.org/wiki/Joel_Skousen","CP","en","0.32","low","Problematic","https://worldaffairsbrief.com/","↗"
"worlddoctorsalliance.com","very-low","581498","2020","World Doctors Alliance","https://mediabiasfactcheck.com/world-doctors-alliance/","","CP","en","0","unknown","","https://worlddoctorsalliance.com/","↗"
"worldgreynews.com","very-low","703611","2017","Fake News Generator","https://mediabiasfactcheck.com/worldgreynews-com/","","FN","en","","unknown","","https://www.worldgreynews.com/","↗"
"worldhealth.net","low","260256","2019","WorldHealth.Net","https://mediabiasfactcheck.com/worldhealth-net/","","CP","en","0.72","low","Problematic","https://worldhealth.net/","↗"
"worldlifestyle.com","low","22609","","World Lifestyle","https://mediabiasfactcheck.com/world-lifestyle-bias/","","CP","en","","unknown","","https://www.worldlifestyle.com/","↗"
"worldtribune.com","low","62050","","World Tribune","https://mediabiasfactcheck.com/world-tribune/","","FN","en","0.601","unknown","","https://www.worldtribune.com/","↗"
"worldtruth.tv","very-low","160990","2011","World Truth TV","https://mediabiasfactcheck.com/world-truth-tv/","https://en.wikipedia.org/wiki/List_of_fake_news_websites","CP","en","-0.756","low","Problematic","https://worldtruth.tv/","↗"
"x22report.com","low","172647","2013","X22 Report","https://mediabiasfactcheck.com/x22-report/","","CP","en","-0.592","low","Problematic","https://x22report.com/","↗"
"yaliberty.org","low","657931","2018","Young Americans for Liberty","https://mediabiasfactcheck.com/young-americans-for-liberty-bias/","https://en.wikipedia.org/wiki/Young_Americans_for_Liberty","FN","en","0.54","unknown","","https://yaliberty.org/","↗"
"yesimright.com","low","1510426","2014","Yes I'm Right","https://mediabiasfactcheck.com/yes-im-right/","","FN","en","-1","low","Unverified","https://yesimright.com/","↗"
"z3news.com","very-low","131055","2011","Z3 News","https://mediabiasfactcheck.com/z3-news-bias/","","FN","en","0","unknown","","https://z3news.com/","↗"
"zenith.news","low","1350732","","Zenith News","https://mediabiasfactcheck.com/zenith-news/","","FN","en","0","unknown","","https://zenith.news/","↗"
"zerohedge.com","low","1812","2009","Zerohedge","https://mediabiasfactcheck.com/zero-hedge/","https://en.wikipedia.org/wiki/Zero_Hedge","CP","en","-0.796","low","Problematic","https://www.zerohedge.com/","↗"
